match_id,radiant_win
6,0.52019385658610828
7,0.66240642313954046
10,0.31942568349798023
13,0.91753016972575119
16,0.21611238186675832
18,0.42840437649563451
19,0.58605029436514822
24,0.70222096503949061
33,0.28655976763732283
37,0.42468302050587681
41,0.30595914557021986
42,0.47909980660301127
55,0.21627880077752024
60,0.78432077487007601
62,0.57369066031607119
63,0.3433603073214353
64,0.19926497556570896
71,0.65147426023046417
72,0.36430913309204621
83,0.3682392873626042
85,0.70970608301930993
89,0.89475097816948024
92,0.72084720132611158
100,0.90919605029093875
102,0.67310192771858357
108,0.65713805346882181
111,0.80048029991868119
126,0.10459108551502015
130,0.035800113485684529
140,0.8165203262088444
141,0.26935527057058989
152,0.82036474094389789
153,0.5595540731698575
159,0.57592478977476158
160,0.55234514559520564
163,0.46962627405045987
178,0.62291978979246398
179,0.29940471680184433
181,0.65469089584560813
196,0.11256289033842773
206,0.16402303451249375
209,0.61106648593979351
216,0.65590947597668858
228,0.119478198736475
230,0.42117514462950778
242,0.61398411468317926
245,0.18895400721826019
261,0.45791911711723382
274,0.5462443248080977
282,0.63736474240363061
289,0.35939704351496438
296,0.16935488183671057
297,0.57787890923285112
302,0.32609871141412489
304,0.045996805784045761
313,0.81148486165009348
316,0.42333950191392233
317,0.52229844350142607
344,0.73310837126661854
348,0.79143223759904813
352,0.56190907704876913
354,0.60901718507901037
361,0.45064969121902082
362,0.14998777229612686
363,0.79122091974089692
365,0.48823597991260087
375,0.21941131195198421
380,0.46849014613133649
384,0.55457131103812618
394,0.7424100555014207
399,0.63086183766082671
404,0.84475079829182609
406,0.6723244776556867
430,0.12232634151970327
432,0.55664333212049888
443,0.44019893321855513
463,0.63428728474113538
467,0.5844238957404706
474,0.52567032623918453
488,0.32814705358192153
502,0.80375308326488348
503,0.16787859095326579
507,0.37056392424612328
508,0.17263139959224949
509,0.31860682133360496
516,0.30264357358707267
528,0.36205391801858638
542,0.68058852659450242
547,0.30504708331622687
552,0.70372344897571604
555,0.54642483797892871
561,0.78325730836897411
569,0.554302489529651
575,0.89522304324035851
576,0.92961075957985728
582,0.12902741672499349
585,0.71539640865807486
586,0.38455552444451951
